"","well","content","replicate","content_replicate","format","plate_ID","instrument","phase","final"
"20221205_M5.12","A12","58P.-3",1,"58P.-3_1",96,"20221205_M5","M5","P","0"
"20221205_M5.13","B01","blank",2,"blank_2-20221110_M3",96,"20221205_M5","M5","P","0"
"20221205_M5.14","B02","neg",2,"neg_2-20221110_M3",96,"20221205_M5","M5","P","0"
"20221205_M5.15","B03","pos",2,"pos_2-20221110_M3",96,"20221205_M5","M5","P","2"
"20221205_M5.16","B04","56P.-1",2,"56P.-1_2",96,"20221205_M5","M5","P","0"
"20221205_M5.17","B05","56P.-2",2,"56P.-2_2",96,"20221205_M5","M5","P","0"
"20221205_M5.18","B06","56P.-3",2,"56P.-3_2",96,"20221205_M5","M5","P","0"
"20221205_M5.19","B07","57P.-1",2,"57P.-1_2",96,"20221205_M5","M5","P","0"
"20221205_M5.20","B08","57P.-2",2,"57P.-2_2",96,"20221205_M5","M5","P","0"
"20221205_M5.21","B09","57P.-3",2,"57P.-3_2",96,"20221205_M5","M5","P","0"
"20221205_M5.22","B10","58P.-1",2,"58P.-1_2",96,"20221205_M5","M5","P","0"
"20221205_M5.23","B11","58P.-2",2,"58P.-2_2",96,"20221205_M5","M5","P","0"
"20221205_M5.24","B12","58P.-3",2,"58P.-3_2",96,"20221205_M5","M5","P","0"
"20221205_M5.25","C01","blank",3,"blank_3-20221110_M3",96,"20221205_M5","M5","P","0"
"20221205_M5.26","C02","neg",3,"neg_3-20221110_M3",96,"20221205_M5","M5","P","0"
"20221205_M5.27","C03","pos",3,"pos_3-20221110_M3",96,"20221205_M5","M5","P","2"
"20221205_M5.28","C04","56P.-1",3,"56P.-1_3",96,"20221205_M5","M5","P","0"
"20221205_M5.29","C05","56P.-2",3,"56P.-2_3",96,"20221205_M5","M5","P","0"
"20221205_M5.30","C06","56P.-3",3,"56P.-3_3",96,"20221205_M5","M5","P","0"
"20221205_M5.31","C07","57P.-1",3,"57P.-1_3",96,"20221205_M5","M5","P","0"
"20221205_M5.32","C08","57P.-2",3,"57P.-2_3",96,"20221205_M5","M5","P","0"
"20221205_M5.33","C09","57P.-3",3,"57P.-3_3",96,"20221205_M5","M5","P","0"
"20221205_M5.34","C10","58P.-1",3,"58P.-1_3",96,"20221205_M5","M5","P","0"
"20221205_M5.35","C11","58P.-2",3,"58P.-2_3",96,"20221205_M5","M5","P","0"
"20221205_M5.36","C12","58P.-3",3,"58P.-3_3",96,"20221205_M5","M5","P","0"
"20221205_M5.37","D01","blank",4,"blank_4-20221110_M3",96,"20221205_M5","M5","P","0"
"20221205_M5.38","D02","neg",4,"neg_4-20221110_M3",96,"20221205_M5","M5","P","0"
"20221205_M5.39","D03","pos",4,"pos_4-20221110_M3",96,"20221205_M5","M5","P","2"
"20221205_M5.40","D04","56P.-1",4,"56P.-1_4",96,"20221205_M5","M5","P","0"
"20221205_M5.41","D05","56P.-2",4,"56P.-2_4",96,"20221205_M5","M5","P","0"
"20221205_M5.42","D06","56P.-3",4,"56P.-3_4",96,"20221205_M5","M5","P","0"
"20221205_M5.43","D07","57P.-1",4,"57P.-1_4",96,"20221205_M5","M5","P","0"
"20221205_M5.44","D08","57P.-2",4,"57P.-2_4",96,"20221205_M5","M5","P","0"
"20221205_M5.45","D09","57P.-3",4,"57P.-3_4",96,"20221205_M5","M5","P","0"
"20221205_M5.46","D10","58P.-1",4,"58P.-1_4",96,"20221205_M5","M5","P","0"
"20221205_M5.47","D11","58P.-2",4,"58P.-2_4",96,"20221205_M5","M5","P","0"
"20221205_M5.48","D12","58P.-3",4,"58P.-3_4",96,"20221205_M5","M5","P","0"
"20221205_M5.49","E01","blank",5,"blank_5-20221110_M3",96,"20221205_M5","M5","P","0"
"20221205_M5.50","E02","neg",5,"neg_5-20221110_M3",96,"20221205_M5","M5","P","0"
"20221205_M5.51","E03","pos",5,"pos_5-20221110_M3",96,"20221205_M5","M5","P","2"
"20221205_M5.52","E04","60P.-1",1,"60P.-1_1",96,"20221205_M5","M5","P","0"
"20221205_M5.53","E05","60P.-2",1,"60P.-2_1",96,"20221205_M5","M5","P","0"
"20221205_M5.54","E06","60P.-3",1,"60P.-3_1",96,"20221205_M5","M5","P","0"
"20221205_M5.55","E07","64P.-1",1,"64P.-1_1",96,"20221205_M5","M5","P","2"
"20221205_M5.56","E08","64P.-2",1,"64P.-2_1",96,"20221205_M5","M5","P","0"
"20221205_M5.57","E09","64P.-3",1,"64P.-3_1",96,"20221205_M5","M5","P","0"
"20221205_M5.58","E10","65P.-1",1,"65P.-1_1",96,"20221205_M5","M5","P","2"
"20221205_M5.59","E11","65P.-2",1,"65P.-2_1",96,"20221205_M5","M5","P","2"
"20221205_M5.60","E12","65P.-3",1,"65P.-3_1",96,"20221205_M5","M5","P","0"
"20221205_M5.61","F01","blank",6,"blank_6-20221114_M2",96,"20221205_M5","M5","P","0"
"20221205_M5.62","F02","neg",6,"neg_6-20221114_M2",96,"20221205_M5","M5","P","0"
"20221205_M5.63","F03","pos",6,"pos_6-20221114_M2",96,"20221205_M5","M5","P","2"
"20221205_M5.64","F04","60P.-1",2,"60P.-1_2",96,"20221205_M5","M5","P","0"
"20221205_M5.65","F05","60P.-2",2,"60P.-2_2",96,"20221205_M5","M5","P","0"
"20221205_M5.66","F06","60P.-3",2,"60P.-3_2",96,"20221205_M5","M5","P","0"
"20221205_M5.67","F07","64P.-1",2,"64P.-1_2",96,"20221205_M5","M5","P","2"
"20221205_M5.68","F08","64P.-2",2,"64P.-2_2",96,"20221205_M5","M5","P","0"
"20221205_M5.69","F09","64P.-3",2,"64P.-3_2",96,"20221205_M5","M5","P","0"
"20221205_M5.70","F10","65P.-1",2,"65P.-1_2",96,"20221205_M5","M5","P","2"
"20221205_M5.71","F11","65P.-2",2,"65P.-2_2",96,"20221205_M5","M5","P","2"
"20221205_M5.72","F12","65P.-3",2,"65P.-3_2",96,"20221205_M5","M5","P","0"
"20221205_M5.73","G01","blank",7,"blank_7-20221114_M2",96,"20221205_M5","M5","P","0"
"20221205_M5.74","G02","neg",7,"neg_7-20221114_M2",96,"20221205_M5","M5","P","0"
"20221205_M5.75","G03","pos",7,"pos_7-20221114_M2",96,"20221205_M5","M5","P","2"
"20221205_M5.76","G04","60P.-1",3,"60P.-1_3",96,"20221205_M5","M5","P","0"
"20221205_M5.77","G05","60P.-2",3,"60P.-2_3",96,"20221205_M5","M5","P","0"
"20221205_M5.78","G06","60P.-3",3,"60P.-3_3",96,"20221205_M5","M5","P","0"
"20221205_M5.79","G07","64P.-1",3,"64P.-1_3",96,"20221205_M5","M5","P","2"
"20221205_M5.80","G08","64P.-2",3,"64P.-2_3",96,"20221205_M5","M5","P","0"
"20221205_M5.81","G09","64P.-3",3,"64P.-3_3",96,"20221205_M5","M5","P","0"
"20221205_M5.82","G10","65P.-1",3,"65P.-1_3",96,"20221205_M5","M5","P","2"
"20221205_M5.83","G11","65P.-2",3,"65P.-2_3",96,"20221205_M5","M5","P","2"
"20221205_M5.84","G12","65P.-3",3,"65P.-3_3",96,"20221205_M5","M5","P","0"
"20221205_M5.85","H01","blank",8,"blank_8-20221114_M2",96,"20221205_M5","M5","P","0"
"20221205_M5.86","H02","neg",8,"neg_8-20221114_M2",96,"20221205_M5","M5","P","0"
"20221205_M5.87","H03","pos",8,"pos_8-20221114_M2",96,"20221205_M5","M5","P","2"
"20221205_M5.88","H04","60P.-1",4,"60P.-1_4",96,"20221205_M5","M5","P","0"
"20221205_M5.89","H05","60P.-2",4,"60P.-2_4",96,"20221205_M5","M5","P","0"
"20221205_M5.90","H06","60P.-3",4,"60P.-3_4",96,"20221205_M5","M5","P","0"
"20221205_M5.91","H07","64P.-1",4,"64P.-1_4",96,"20221205_M5","M5","P","2"
"20221205_M5.92","H08","64P.-2",4,"64P.-2_4",96,"20221205_M5","M5","P","0"
"20221205_M5.93","H09","64P.-3",4,"64P.-3_4",96,"20221205_M5","M5","P","0"
"20221205_M5.94","H10","65P.-1",4,"65P.-1_4",96,"20221205_M5","M5","P","2"
"20221205_M5.95","H11","65P.-2",4,"65P.-2_4",96,"20221205_M5","M5","P","2"
"20221205_M5.96","H12","65P.-3",4,"65P.-3_4",96,"20221205_M5","M5","P","0"
"20221205_M6.1","A01","blank",1,"blank_1-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.2","A02","neg",1,"neg_1-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.3","A03","pos",1,"pos_1-20221114_M2",96,"20221205_M6","M6","P","2"
"20221205_M6.4","A04","66P.-1",1,"66P.-1_1",96,"20221205_M6","M6","P","2"
"20221205_M6.5","A05","66P.-2",1,"66P.-2_1",96,"20221205_M6","M6","P","0"
"20221205_M6.6","A06","66P.-3",1,"66P.-3_1",96,"20221205_M6","M6","P","0"
"20221205_M6.7","A07","68P.-1",1,"68P.-1_1",96,"20221205_M6","M6","P","1"
"20221205_M6.8","A08","68P.-2",1,"68P.-2_1",96,"20221205_M6","M6","P","0"
"20221205_M6.9","A09","68P.-3",1,"68P.-3_1",96,"20221205_M6","M6","P","0"
"20221205_M6.10","A10","69P.-1",1,"69P.-1_1",96,"20221205_M6","M6","P","2"
"20221205_M6.11","A11","69P.-2",1,"69P.-2_1",96,"20221205_M6","M6","P","2"
"20221205_M6.12","A12","69P.-3",1,"69P.-3_1",96,"20221205_M6","M6","P","2"
"20221205_M6.13","B01","blank",2,"blank_2-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.14","B02","neg",2,"neg_2-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.15","B03","pos",2,"pos_2-20221114_M2",96,"20221205_M6","M6","P","2"
"20221205_M6.16","B04","66P.-1",2,"66P.-1_2",96,"20221205_M6","M6","P","2"
"20221205_M6.17","B05","66P.-2",2,"66P.-2_2",96,"20221205_M6","M6","P","0"
"20221205_M6.18","B06","66P.-3",2,"66P.-3_2",96,"20221205_M6","M6","P","0"
"20221205_M6.19","B07","68P.-1",2,"68P.-1_2",96,"20221205_M6","M6","P","1"
"20221205_M6.20","B08","68P.-2",2,"68P.-2_2",96,"20221205_M6","M6","P","0"
"20221205_M6.21","B09","68P.-3",2,"68P.-3_2",96,"20221205_M6","M6","P","0"
"20221205_M6.22","B10","69P.-1",2,"69P.-1_2",96,"20221205_M6","M6","P","2"
"20221205_M6.23","B11","69P.-2",2,"69P.-2_2",96,"20221205_M6","M6","P","2"
"20221205_M6.24","B12","69P.-3",2,"69P.-3_2",96,"20221205_M6","M6","P","2"
"20221205_M6.25","C01","blank",3,"blank_3-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.26","C02","neg",3,"neg_3-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.27","C03","pos",3,"pos_3-20221114_M2",96,"20221205_M6","M6","P","2"
"20221205_M6.28","C04","66P.-1",3,"66P.-1_3",96,"20221205_M6","M6","P","2"
"20221205_M6.29","C05","66P.-2",3,"66P.-2_3",96,"20221205_M6","M6","P","0"
"20221205_M6.30","C06","66P.-3",3,"66P.-3_3",96,"20221205_M6","M6","P","0"
"20221205_M6.31","C07","68P.-1",3,"68P.-1_3",96,"20221205_M6","M6","P","0"
"20221205_M6.32","C08","68P.-2",3,"68P.-2_3",96,"20221205_M6","M6","P","0"
"20221205_M6.33","C09","68P.-3",3,"68P.-3_3",96,"20221205_M6","M6","P","0"
"20221205_M6.34","C10","69P.-1",3,"69P.-1_3",96,"20221205_M6","M6","P","2"
"20221205_M6.35","C11","69P.-2",3,"69P.-2_3",96,"20221205_M6","M6","P","2"
"20221205_M6.36","C12","69P.-3",3,"69P.-3_3",96,"20221205_M6","M6","P","2"
"20221205_M6.37","D01","blank",4,"blank_4-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.38","D02","neg",4,"neg_4-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.39","D03","pos",4,"pos_4-20221114_M2",96,"20221205_M6","M6","P","2"
"20221205_M6.40","D04","66P.-1",4,"66P.-1_4",96,"20221205_M6","M6","P","2"
"20221205_M6.41","D05","66P.-2",4,"66P.-2_4",96,"20221205_M6","M6","P","0"
"20221205_M6.42","D06","66P.-3",4,"66P.-3_4",96,"20221205_M6","M6","P","0"
"20221205_M6.43","D07","68P.-1",4,"68P.-1_4",96,"20221205_M6","M6","P","0"
"20221205_M6.44","D08","68P.-2",4,"68P.-2_4",96,"20221205_M6","M6","P","1"
"20221205_M6.45","D09","68P.-3",4,"68P.-3_4",96,"20221205_M6","M6","P","0"
"20221205_M6.46","D10","69P.-1",4,"69P.-1_4",96,"20221205_M6","M6","P","2"
"20221205_M6.47","D11","69P.-2",4,"69P.-2_4",96,"20221205_M6","M6","P","2"
"20221205_M6.48","D12","69P.-3",4,"69P.-3_4",96,"20221205_M6","M6","P","2"
"20221205_M6.49","E01","blank",5,"blank_5-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.50","E02","neg",5,"neg_5-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.51","E03","pos",5,"pos_5-20221114_M2",96,"20221205_M6","M6","P","2"
"20221205_M6.52","E04","70P.-1",1,"70P.-1_1",96,"20221205_M6","M6","P","2"
"20221205_M6.53","E05","70P.-2",1,"70P.-2_1",96,"20221205_M6","M6","P","2"
"20221205_M6.54","E06","70P.-3",1,"70P.-3_1",96,"20221205_M6","M6","P","2"
"20221205_M6.55","E07","72P.-1",1,"72P.-1_1",96,"20221205_M6","M6","P","2"
"20221205_M6.56","E08","72P.-2",1,"72P.-2_1",96,"20221205_M6","M6","P","0"
"20221205_M6.57","E09","72P.-3",1,"72P.-3_1",96,"20221205_M6","M6","P","0"
"20221205_M6.58","E10","74P.-1",1,"74P.-1_1",96,"20221205_M6","M6","P","0"
"20221205_M6.59","E11","74P.-2",1,"74P.-2_1",96,"20221205_M6","M6","P","0"
"20221205_M6.60","E12","74P.-3",1,"74P.-3_1",96,"20221205_M6","M6","P","0"
"20221205_M6.61","F01","blank",6,"blank_6-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.62","F02","neg",6,"neg_6-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.63","F03","pos",6,"pos_6-20221114_M2",96,"20221205_M6","M6","P","2"
"20221205_M6.64","F04","70P.-1",2,"70P.-1_2",96,"20221205_M6","M6","P","2"
"20221205_M6.65","F05","70P.-2",2,"70P.-2_2",96,"20221205_M6","M6","P","2"
"20221205_M6.66","F06","70P.-3",2,"70P.-3_2",96,"20221205_M6","M6","P","2"
"20221205_M6.67","F07","72P.-1",2,"72P.-1_2",96,"20221205_M6","M6","P","2"
"20221205_M6.68","F08","72P.-2",2,"72P.-2_2",96,"20221205_M6","M6","P","0"
"20221205_M6.69","F09","72P.-3",2,"72P.-3_2",96,"20221205_M6","M6","P","0"
"20221205_M6.70","F10","74P.-1",2,"74P.-1_2",96,"20221205_M6","M6","P","0"
"20221205_M6.71","F11","74P.-2",2,"74P.-2_2",96,"20221205_M6","M6","P","0"
"20221205_M6.72","F12","74P.-3",2,"74P.-3_2",96,"20221205_M6","M6","P","0"
"20221205_M6.73","G01","blank",7,"blank_7-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.74","G02","neg",7,"neg_7-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.75","G03","pos",7,"pos_7-20221114_M2",96,"20221205_M6","M6","P","2"
"20221205_M6.76","G04","70P.-1",3,"70P.-1_3",96,"20221205_M6","M6","P","2"
"20221205_M6.77","G05","70P.-2",3,"70P.-2_3",96,"20221205_M6","M6","P","2"
"20221205_M6.78","G06","70P.-3",3,"70P.-3_3",96,"20221205_M6","M6","P","2"
"20221205_M6.79","G07","72P.-1",3,"72P.-1_3",96,"20221205_M6","M6","P","2"
"20221205_M6.80","G08","72P.-2",3,"72P.-2_3",96,"20221205_M6","M6","P","1"
"20221205_M6.81","G09","72P.-3",3,"72P.-3_3",96,"20221205_M6","M6","P","1"
"20221205_M6.82","G10","74P.-1",3,"74P.-1_3",96,"20221205_M6","M6","P","0"
"20221205_M6.83","G11","74P.-2",3,"74P.-2_3",96,"20221205_M6","M6","P","0"
"20221205_M6.84","G12","74P.-3",3,"74P.-3_3",96,"20221205_M6","M6","P","0"
"20221205_M6.85","H01","blank",8,"blank_8-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.86","H02","neg",8,"neg_8-20221114_M2",96,"20221205_M6","M6","P","0"
"20221205_M6.87","H03","pos",8,"pos_8-20221114_M2",96,"20221205_M6","M6","P","2"
"20221205_M6.88","H04","70P.-1",4,"70P.-1_4",96,"20221205_M6","M6","P","2"
"20221205_M6.89","H05","70P.-2",4,"70P.-2_4",96,"20221205_M6","M6","P","2"
"20221205_M6.90","H06","70P.-3",4,"70P.-3_4",96,"20221205_M6","M6","P","2"
"20221205_M6.91","H07","72P.-1",4,"72P.-1_4",96,"20221205_M6","M6","P","2"
"20221205_M6.92","H08","72P.-2",4,"72P.-2_4",96,"20221205_M6","M6","P","1"
"20221205_M6.93","H09","72P.-3",4,"72P.-3_4",96,"20221205_M6","M6","P","0"
"20221205_M6.94","H10","74P.-1",4,"74P.-1_4",96,"20221205_M6","M6","P","0"
"20221205_M6.95","H11","74P.-2",4,"74P.-2_4",96,"20221205_M6","M6","P","0"
"20221205_M6.96","H12","74P.-3",4,"74P.-3_4",96,"20221205_M6","M6","P","0"
"20221209_M2.1","A01","blank",1,"blank_1-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.2","A02","neg",1,"neg_1-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.3","A03","pos",1,"pos_1-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.4","A04","84P.-1",1,"84P.-1_1",96,"20221209_M2","M2","P","0"
"20221209_M2.5","A05","84P.-2",1,"84P.-2_1",96,"20221209_M2","M2","P","0"
"20221209_M2.6","A06","84P.-3",1,"84P.-3_1",96,"20221209_M2","M2","P","0"
"20221209_M2.7","A07","86P.-1",1,"86P.-1_1",96,"20221209_M2","M2","P","0"
"20221209_M2.8","A08","86P.-2",1,"86P.-2_1",96,"20221209_M2","M2","P","0"
"20221209_M2.9","A09","86P.-3",1,"86P.-3_1",96,"20221209_M2","M2","P","0"
"20221209_M2.10","A10","88P.-1",1,"88P.-1_1",96,"20221209_M2","M2","P","0"
"20221209_M2.11","A11","88P.-2",1,"88P.-2_1",96,"20221209_M2","M2","P","0"
"20221209_M2.12","A12","88P.-3",1,"88P.-3_1",96,"20221209_M2","M2","P","0"
"20221209_M2.13","B01","blank",2,"blank_2-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.14","B02","neg",2,"neg_2-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.15","B03","pos",2,"pos_2-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.16","B04","84P.-1",2,"84P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.17","B05","84P.-2",2,"84P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.18","B06","84P.-3",2,"84P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.19","B07","86P.-1",2,"86P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.20","B08","86P.-2",2,"86P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.21","B09","86P.-3",2,"86P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.22","B10","88P.-1",2,"88P.-1_2",96,"20221209_M2","M2","P","0"
"20221209_M2.23","B11","88P.-2",2,"88P.-2_2",96,"20221209_M2","M2","P","0"
"20221209_M2.24","B12","88P.-3",2,"88P.-3_2",96,"20221209_M2","M2","P","0"
"20221209_M2.25","C01","blank",3,"blank_3-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.26","C02","neg",3,"neg_3-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.27","C03","pos",3,"pos_3-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.28","C04","84P.-1",3,"84P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.29","C05","84P.-2",3,"84P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.30","C06","84P.-3",3,"84P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.31","C07","86P.-1",3,"86P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.32","C08","86P.-2",3,"86P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.33","C09","86P.-3",3,"86P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.34","C10","88P.-1",3,"88P.-1_3",96,"20221209_M2","M2","P","0"
"20221209_M2.35","C11","88P.-2",3,"88P.-2_3",96,"20221209_M2","M2","P","0"
"20221209_M2.36","C12","88P.-3",3,"88P.-3_3",96,"20221209_M2","M2","P","0"
"20221209_M2.37","D01","blank",4,"blank_4-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.38","D02","neg",4,"neg_4-20221114_M2",96,"20221209_M2","M2","P","0"
"20221209_M2.39","D03","pos",4,"pos_4-20221114_M2",96,"20221209_M2","M2","P","2"
"20221209_M2.40","D04","84P.-1",4,"84P.-1_4",96,"20221209_M2","M2","P","0"
"20221209_M2.41","D05","84P.-2",4,"84P.-2_4",96,"20221209_M2","M2","P","0"
"20221209_M2.42","D06","84P.-3",4,"84P.-3_4",96,"20221209_M2","M2","P","0"
"20221209_M2.43","D07","86P.-1",4,"86P.-1_4",96,"20221209_M2","M2","P","0"
"20221209_M2.44","D08","86P.-2",4,"86P.-2_4",96,"20221209_M2","M2","P","0"
